Site,Date,probe,soil_moisture,temp_C
L001,12/29/14 13:46,5TM Moisture/Temp,0.395 m³/m³,10.7 °C
L001,1/5/15 14:43,5TM Moisture/Temp,0.395 m³/m³,9.1 °C
L001,1/12/15 12:39,5TM Moisture/Temp,0.398 m³/m³,9.0 °C
L001,1/20/15 13:28,5TM Moisture/Temp,0.408 m³/m³,9.1 °C
L001,1/26/15 11:46,5TM Moisture/Temp,0.409 m³/m³,9.2 °C
L001,2/2/15 11:56,5TM Moisture/Temp,0.410 m³/m³,9.5 °C
L001,2/10/15 13:23,5TM Moisture/Temp,0.417 m³/m³,10.1 °C
L001,2/17/15 11:26,5TM Moisture/Temp,0.415 m³/m³,10.3 °C
L001,2/23/15 12:04,5TM Moisture/Temp,0.414 m³/m³,10.2 °C
L001,3/2/15 11:50,5TM Moisture/Temp,0.412 m³/m³,9.9 °C
L001,3/9/15 12:20,5TM Moisture/Temp,0.412 m³/m³,9.8 °C
L001,3/16/15 11:44,5TM Moisture/Temp,0.420 m³/m³,10.7 °C
L001,3/23/15 11:23,5TM Moisture/Temp,0.426 m³/m³,11.2 °C
L001,3/30/15 11:04,5TM Moisture/Temp,0.421 m³/m³,11.8 °C
L001,4/6/15 12:06,5TM Moisture/Temp,0.421 m³/m³,11.9 °C
L001,4/13/15 12:32,5TM Moisture/Temp,0.420 m³/m³,11.8 °C
L001,4/20/15 11:05,5TM Moisture/Temp,0.419 m³/m³,12.2 °C
L001,4/27/15 9:14,5TM Moisture/Temp,0.420 m³/m³,13.1 °C
L001,5/4/15 11:28,5TM Moisture/Temp,0.419 m³/m³,14.0 °C
L001,5/11/15 11:13,5TM Moisture/Temp,0.421 m³/m³,15.1 °C
L001,5/18/15 11:07,5TM Moisture/Temp,0.418 m³/m³,15.4 °C
L001,5/26/15 10:21,5TM Moisture/Temp,0.418 m³/m³,16.3 °C
L001,6/8/15 11:24,5TM Moisture/Temp,0.423 m³/m³,18.4 °C
L001,6/15/15 12:52,5TM Moisture/Temp,0.425 m³/m³,20.3 °C
L001,6/22/15 10:37,5TM Moisture/Temp,0.427 m³/m³,21.2 °C
L001,6/29/15 10:31,5TM Moisture/Temp,0.429 m³/m³,22.4 °C
L001,7/6/15 10:36,5TM Moisture/Temp,0.431 m³/m³,23.7 °C
L001,7/13/15 10:42,5TM Moisture/Temp,0.429 m³/m³,24.1 °C
L001,7/16/15 9:12,5TM Moisture/Temp,0.428 m³/m³,24.0 °C
L001,7/27/15 9:22,5TM Moisture/Temp,0.422 m³/m³,24.6 °C
L001,8/3/15 10:11,5TM Moisture/Temp,0.416 m³/m³,24.9 °C
L001,8/10/15 10:33,5TM Moisture/Temp,0.411 m³/m³,24.9 °C
L001,8/17/15 10:22,5TM Moisture/Temp,0.400 m³/m³,24.7 °C
L001,8/24/15 9:50,5TM Moisture/Temp,0.379 m³/m³,24.7 °C
L001,8/31/15 10:00,5TM Moisture/Temp,0.375 m³/m³,24.2 °C
L001,9/8/15 10:55,5TM Moisture/Temp,0.370 m³/m³,22.6 °C
L001,9/14/15 10:05,5TM Moisture/Temp,0.365 m³/m³,22.5 °C
L001,9/21/15 8:09,5TM Moisture/Temp,0.363 m³/m³,21.6 °C
L001,9/28/15 11:02,5TM Moisture/Temp,0.359 m³/m³,21.1 °C
L001,10/5/15 12:52,5TM Moisture/Temp,0.352 m³/m³,20.5 °C
L001,10/13/15 13:15,5TM Moisture/Temp,0.344 m³/m³,20.0 °C
L001,10/19/15 11:35,5TM Moisture/Temp,0.340 m³/m³,19.2 °C
L001,10/26/15 11:04,5TM Moisture/Temp,0.340 m³/m³,18.1 °C
L001,11/3/15 13:52,5TM Moisture/Temp,0.364 m³/m³,17.1 °C
L001,11/9/15 12:15,5TM Moisture/Temp,0.355 m³/m³,15.8 °C
L001,11/13/15 11:41,5TM Moisture/Temp,0.352 m³/m³,15.0 °C
L001,11/28/15 13:52,5TM Moisture/Temp,0.361 m³/m³,12.3 °C
L001,12/7/15 13:16,5TM Moisture/Temp,0.392 m³/m³,10.3 °C
L001,12/14/15 14:10,5TM Moisture/Temp,0.395 m³/m³,10.8 °C
L001,12/21/15 13:05,5TM Moisture/Temp,0.400 m³/m³,9.9 °C
L001,12/28/15 12:01,5TM Moisture/Temp,0.407 m³/m³,9.2 °C
L001,1/5/16 16:54,5TM Moisture/Temp,0.406 m³/m³,7.9 °C
L001,1/11/16 12:50,5TM Moisture/Temp,0.411 m³/m³,7.5 °C
L001,1/19/16 12:32,5TM Moisture/Temp,0.421 m³/m³,7.8 °C
L001,1/25/16 11:38,5TM Moisture/Temp,0.419 m³/m³,8.3 °C
L001,2/1/16 12:20,5TM Moisture/Temp,0.420 m³/m³,9.0 °C
L001,2/8/16 14:00,5TM Moisture/Temp,0.421 m³/m³,8.7 °C
L001,2/16/16 12:28,5TM Moisture/Temp,0.425 m³/m³,9.3 °C
L001,2/22/16 3:09,5TM Moisture/Temp,0.426 m³/m³,9.6 °C
L001,2/29/16 2:55,5TM Moisture/Temp,0.424 m³/m³,9.7 °C
L001,3/7/16 4:08,5TM Moisture/Temp,0.432 m³/m³,10.0 °C
L001,3/14/16 4:12,5TM Moisture/Temp,0.434 m³/m³,8.5 °C
L001,3/21/16 2:29,5TM Moisture/Temp,0.434 m³/m³,10.0 °C
L001,3/28/16 12:05,5TM Moisture/Temp,0.432 m³/m³,10.6 °C
L001,4/4/16 12:31,5TM Moisture/Temp,0.430 m³/m³,11.4 °C
L001,4/11/16 11:40,5TM Moisture/Temp,0.429 m³/m³,12.5 °C
L001,4/18/16 11:14,5TM Moisture/Temp,0.433 m³/m³,12.8 °C
L001,5/2/16 12:27,5TM Moisture/Temp,0.435 m³/m³,14.1 °C
L001,5/9/16 11:21,5TM Moisture/Temp,0.435 m³/m³,15.4 °C
L001,5/16/16 10:58,5TM Moisture/Temp,0.441 m³/m³,17.0 °C
L001,5/23/16 11:03,5TM Moisture/Temp,0.437 m³/m³,16.8 °C
L001,5/31/16 13:38,5TM Moisture/Temp,0.420 m³/m³,17.1 °C
L001,6/6/16 12:26,5TM Moisture/Temp,0.413 m³/m³,18.6 °C
L001,6/13/16 1:05,5TM Moisture/Temp,0.410 m³/m³,19.9 °C
L001,6/20/16 0:06,5TM Moisture/Temp,0.407 m³/m³,19.4 °C
L001,6/27/16 1:24,5TM Moisture/Temp,0.402 m³/m³,20.0 °C
L001,7/4/16 23:47,5TM Moisture/Temp,0.398 m³/m³,21.7 °C
L001,7/11/16 0:11,5TM Moisture/Temp,0.395 m³/m³,22.0 °C
L001,7/17/16 23:34,5TM Moisture/Temp,0.387 m³/m³,21.8 °C
L001,7/24/16 23:40,5TM Moisture/Temp,0.382 m³/m³,22.3 °C
L001,8/1/16 23:05,5TM Moisture/Temp,0.377 m³/m³,23.6 °C
L001,8/9/16 0:50,5TM Moisture/Temp,0.372 m³/m³,24.0 °C
L001,8/15/16 23:02,5TM Moisture/Temp,0.364 m³/m³,23.9 °C
L001,8/22/16 23:20,5TM Moisture/Temp,0.358 m³/m³,24.6 °C
L001,8/29/16 23:47,5TM Moisture/Temp,0.351 m³/m³,24.6 °C
L001,9/7/16 0:27,5TM Moisture/Temp,0.346 m³/m³,23.4 °C
L001,9/13/16 0:01,5TM Moisture/Temp,0.341 m³/m³,22.7 °C
L001,9/19/16 23:07,5TM Moisture/Temp,0.336 m³/m³,22.0 °C
L001,10/3/16 23:35,5TM Moisture/Temp,0.331 m³/m³,20.2 °C
L001,10/10/16 23:39,5TM Moisture/Temp,0.330 m³/m³,18.7 °C
L001,10/17/16 6:50,5TM Moisture/Temp,0.410 m³/m³,17.5 °C
L001,10/24/16 6:37,5TM Moisture/Temp,0.410 m³/m³,16.2 °C
L001,10/31/16 8:14,5TM Moisture/Temp,0.428 m³/m³,15.6 °C
L001,11/7/16 8:29,5TM Moisture/Temp,0.428 m³/m³,15.0 °C
L001,11/14/16 7:54,5TM Moisture/Temp,0.424 m³/m³,14.7 °C
L001,11/21/16 7:30,5TM Moisture/Temp,0.435 m³/m³,13.9 °C
L001,11/28/16 8:19,5TM Moisture/Temp,0.433 m³/m³,12.7 °C
L001,12/5/16 8:33,5TM Moisture/Temp,0.435 m³/m³,11.8 °C
L001,12/19/16 7:44,5TM Moisture/Temp,0.428 m³/m³,8.6 °C
L001,1/3/17 7:29,5TM Moisture/Temp,0.428 m³/m³,7.4 °C
L001,1/9/17 9:51,5TM Moisture/Temp,0.430 m³/m³,6.4 °C
L001,1/17/17 7:45,5TM Moisture/Temp,0.421 m³/m³,5.5 °C
L001,1/23/17 7:23,5TM Moisture/Temp,0.426 m³/m³,5.8 °C
L001,1/30/17 6:58,5TM Moisture/Temp,0.424 m³/m³,6.2 °C
L001,2/6/17 8:49,5TM Moisture/Temp,0.430 m³/m³,6.3 °C
L001,2/13/17 8:30,5TM Moisture/Temp,0.426 m³/m³,7.0 °C
L001,2/27/17 8:11,5TM Moisture/Temp,0.432 m³/m³,7.6 °C
L001,3/6/17 13:25,5TM Moisture/Temp,0.433 m³/m³,7.4 °C
L001,3/13/17 11:59,5TM Moisture/Temp,0.428 m³/m³,7.9 °C
L001,3/20/17 11:15,5TM Moisture/Temp,0.433 m³/m³,9.0 °C
L001,3/27/17 11:17,5TM Moisture/Temp,0.437 m³/m³,9.4 °C
L001,4/3/17 11:21,5TM Moisture/Temp,0.433 m³/m³,9.9 °C
L001,4/10/17 11:03,5TM Moisture/Temp,0.434 m³/m³,10.4 °C
L001,4/17/17 10:04,5TM Moisture/Temp,0.432 m³/m³,10.4 °C
L001,4/24/17 11:33,5TM Moisture/Temp,0.434 m³/m³,11.0 °C
L001,5/1/17 12:44,5TM Moisture/Temp,0.434 m³/m³,11.3 °C
L001,5/8/17 12:10,5TM Moisture/Temp,0.434 m³/m³,12.5 °C
L001,5/15/17 11:30,5TM Moisture/Temp,0.432 m³/m³,13.2 °C
L001,5/22/17 11:24,5TM Moisture/Temp,0.411 m³/m³,13.5 °C
L001,5/30/17 11:56,5TM Moisture/Temp,0.410 m³/m³,15.8 °C
L001,6/5/17 12:27,5TM Moisture/Temp,0.408 m³/m³,16.7 °C
L001,6/12/17 12:06,5TM Moisture/Temp,0.404 m³/m³,17.0 °C
L001,6/19/17 10:38,5TM Moisture/Temp,0.400 m³/m³,16.3 °C
L001,6/26/17 11:07,5TM Moisture/Temp,0.392 m³/m³,18.0 °C
L001,7/3/17 11:26,5TM Moisture/Temp,0.380 m³/m³,19.2 °C
L001,7/10/17 11:32,5TM Moisture/Temp,0.375 m³/m³,20.3 °C
L001,7/17/17 11:54,5TM Moisture/Temp,0.373 m³/m³,21.4 °C
L001,7/24/17 10:57,5TM Moisture/Temp,0.371 m³/m³,21.9 °C
L001,7/31/17 12:42,5TM Moisture/Temp,0.367 m³/m³,22.9 °C
L001,8/7/17 12:58,5TM Moisture/Temp,0.363 m³/m³,23.9 °C
L001,8/14/17 10:33,5TM Moisture/Temp,0.359 m³/m³,24.2 °C
L001,8/22/2017 11:33 AM,5TM Moisture/Temp,0.355 m³/m³,23.7 °C
L001,8/28/2017 11:11 AM,5TM Moisture/Temp,0.348 m³/m³,23.5 °C
L001,9/5/2017 11:45 AM,5TM Moisture/Temp,0.345 m³/m³,23.5 °C
L001,9/11/2017 12:04 PM,5TM Moisture/Temp,0.344 m³/m³,23.1 °C
L001,9/18/2017 11:07 AM,5TM Moisture/Temp,0.341 m³/m³,22.7 °C
L001,10/2/2017 11:11 AM,5TM Moisture/Temp,0.335 m³/m³,19.8 °C
L001,10/10/2017 12:51 PM,5TM Moisture/Temp,0.332 m³/m³,18.3 °C
L001,10/16/2017 11:47 AM,5TM Moisture/Temp,0.331 m³/m³,16.8 °C
L001,10/23/2017 12:21 PM,5TM Moisture/Temp,0.378 m³/m³,15.7 °C
L001,10/30/2017 2:14 AM,5TM Moisture/Temp,0.368 m³/m³,15.3 °C
L001,11/6/2017 3:06 AM,5TM Moisture/Temp,0.365 m³/m³,14.3 °C
L001,11/13/2017 3:04 AM,5TM Moisture/Temp,0.410 m³/m³,12.9 °C
L001,11/13/2017 7:25 AM,5TM Moisture/Temp,0.412 m³/m³,12.0 °C
L001,11/20/2017 7:44 AM,5TM Moisture/Temp,0.418 m³/m³,12.0 °C
L001,11/27/2017 8:13 AM,5TM Moisture/Temp,0.419 m³/m³,11.2 °C
L001,12/4/2017 8:00 AM,5TM Moisture/Temp,0.412 m³/m³,9.7 °C
L001,12/11/2017 6:31 AM,5TM Moisture/Temp,0.407 m³/m³,8.1 °C
L002,12/8/14 10:54,5TM Moisture/Temp,0.345 m³/m³,10.3 °C
L002,12/22/14 9:58,5TM Moisture/Temp,0.360 m³/m³,10.0 °C
L002,12/29/14 11:46,5TM Moisture/Temp,0.424 m³/m³,10.5 °C
L002,1/5/15 11:10,5TM Moisture/Temp,0.379 m³/m³,9.2 °C
L002,1/12/15 10:33,5TM Moisture/Temp,0.375 m³/m³,8.8 °C
L002,1/20/15 10:45,5TM Moisture/Temp,0.381 m³/m³,9.0 °C
L002,1/26/15 10:32,5TM Moisture/Temp,0.379 m³/m³,9.2 °C
L002,2/2/15 10:25,5TM Moisture/Temp,0.378 m³/m³,9.5 °C
L002,2/10/15 10:15,5TM Moisture/Temp,0.389 m³/m³,10.0 °C
L002,2/17/15 9:30,5TM Moisture/Temp,0.387 m³/m³,10.3 °C
L002,2/23/15 10:10,5TM Moisture/Temp,0.385 m³/m³,10.0 °C
L002,3/2/15 9:53,5TM Moisture/Temp,0.378 m³/m³,9.7 °C
L002,3/9/15 9:43,5TM Moisture/Temp,0.375 m³/m³,9.6 °C
L002,3/16/15 9:02,5TM Moisture/Temp,0.379 m³/m³,10.2 °C
L002,3/23/15 9:33,5TM Moisture/Temp,0.383 m³/m³,10.7 °C
L002,3/30/15 9:31,5TM Moisture/Temp,0.385 m³/m³,11.1 °C
L002,4/6/15 9:30,5TM Moisture/Temp,0.381 m³/m³,11.1 °C
L002,4/13/15 10:28,5TM Moisture/Temp,0.377 m³/m³,10.8 °C
L002,4/20/15 9:12,5TM Moisture/Temp,0.375 m³/m³,10.8 °C
L002,4/27/15 7:44,5TM Moisture/Temp,0.372 m³/m³,11.2 °C
L002,5/4/15 8:55,5TM Moisture/Temp,0.368 m³/m³,11.7 °C
L002,5/11/15 8:41,5TM Moisture/Temp,0.364 m³/m³,12.2 °C
L002,5/18/15 12:50,5TM Moisture/Temp,0.360 m³/m³,12.5 °C
L002,5/26/15 8:57,5TM Moisture/Temp,0.357 m³/m³,13.2 °C
L002,6/8/15 8:49,5TM Moisture/Temp,0.353 m³/m³,14.4 °C
L002,6/15/15 9:26,5TM Moisture/Temp,0.337 m³/m³,15.3 °C
L002,6/22/15 8:50,5TM Moisture/Temp,0.336 m³/m³,15.7 °C
L002,6/29/15 8:52,5TM Moisture/Temp,0.336 m³/m³,16.2 °C
L002,7/6/15 8:40,5TM Moisture/Temp,0.338 m³/m³,17.1 °C
L002,7/13/15 8:27,5TM Moisture/Temp,0.334 m³/m³,17.7 °C
L002,7/16/15 7:50,5TM Moisture/Temp,0.334 m³/m³,17.7 °C
L002,7/27/15 8:20,5TM Moisture/Temp,0.330 m³/m³,18.1 °C
L002,8/3/15 8:43,5TM Moisture/Temp,0.325 m³/m³,18.2 °C
L002,8/10/15 8:45,5TM Moisture/Temp,0.318 m³/m³,18.3 °C
L002,8/17/15 8:20,5TM Moisture/Temp,0.312 m³/m³,18.5 °C
L002,8/24/15 8:32,5TM Moisture/Temp,0.305 m³/m³,18.6 °C
L002,8/31/15 8:53,5TM Moisture/Temp,0.302 m³/m³,18.4 °C
L002,9/8/15 9:24,5TM Moisture/Temp,0.301 m³/m³,17.7 °C
L002,9/21/15 6:35,5TM Moisture/Temp,0.300 m³/m³,17.0 °C
L002,9/28/15 9:45,5TM Moisture/Temp,0.297 m³/m³,16.7 °C
L002,10/5/15 11:23,5TM Moisture/Temp,0.297 m³/m³,16.3 °C
L002,10/13/15 11:40,5TM Moisture/Temp,0.297 m³/m³,16.2 °C
L002,10/19/15 9:44,5TM Moisture/Temp,0.297 m³/m³,15.8 °C
L002,10/26/15 9:48,5TM Moisture/Temp,0.298 m³/m³,15.4 °C
L002,11/3/15 11:35,5TM Moisture/Temp,0.299 m³/m³,14.9 °C
L002,11/9/15 10:04,5TM Moisture/Temp,0.299 m³/m³,14.3 °C
L002,11/13/15 10:29,5TM Moisture/Temp,0.300 m³/m³,13.7 °C
L002,11/28/15 12:26,5TM Moisture/Temp,0.299 m³/m³,11.9 °C
L002,12/7/15 11:19,5TM Moisture/Temp,0.313 m³/m³,10.0 °C
L002,12/14/15 11:48,5TM Moisture/Temp,0.442 m³/m³,10.5 °C
L002,12/21/15 11:34,5TM Moisture/Temp,0.445 m³/m³,10.2 °C
L002,12/28/15 10:39,5TM Moisture/Temp,0.445 m³/m³,9.8 °C
L002,1/5/16 12:25,5TM Moisture/Temp,0.359 m³/m³,8.8 °C
L002,1/11/16 10:51,5TM Moisture/Temp,0.356 m³/m³,8.2 °C
L002,1/19/16 10:15,5TM Moisture/Temp,0.271 m³/m³,7.8 °C
L002,1/25/16 10:37,5TM Moisture/Temp,0.368 m³/m³,8.7 °C
L002,2/1/16 10:39,5TM Moisture/Temp,0.367 m³/m³,9.4 °C
L002,2/8/16 10:48,5TM Moisture/Temp,0.361 m³/m³,9.4 °C
L002,2/16/16 10:31,5TM Moisture/Temp,0.359 m³/m³,9.6 °C
L002,2/22/16 1:47,5TM Moisture/Temp,0.362 m³/m³,10.0 °C
L002,2/29/16 1:26,5TM Moisture/Temp,0.357 m³/m³,9.9 °C
L002,3/7/16 1:56,5TM Moisture/Temp,0.358 m³/m³,10.3 °C
L002,3/21/16 0:44,5TM Moisture/Temp,0.361 m³/m³,10.4 °C
L002,3/28/16 9:51,5TM Moisture/Temp,0.363 m³/m³,10.7 °C
L002,4/4/16 10:04,5TM Moisture/Temp,0.357 m³/m³,10.7 °C
L002,4/18/16 9:39,5TM Moisture/Temp,0.347 m³/m³,11.2 °C
L002,5/9/16 9:40,5TM Moisture/Temp,0.345 m³/m³,11.9 °C
L002,5/16/16 9:28,5TM Moisture/Temp,0.352 m³/m³,12.5 °C
L002,5/23/16 10:08,5TM Moisture/Temp,0.348 m³/m³,12.9 °C
L002,5/31/16 11:49,5TM Moisture/Temp,0.344 m³/m³,13.1 °C
L002,6/6/16 10:14,5TM Moisture/Temp,0.342 m³/m³,13.5 °C
L002,7/30/08 22:35,5TM Moisture/Temp,0.336 m³/m³,14.2 °C
L002,6/19/16 22:05,5TM Moisture/Temp,0.336 m³/m³,14.1 °C
L002,6/26/16 22:14,5TM Moisture/Temp,0.333 m³/m³,14.2 °C
L002,7/10/16 22:07,5TM Moisture/Temp,0.330 m³/m³,15.4 °C
L002,7/17/16 22:10,5TM Moisture/Temp,0.328 m³/m³,15.8 °C
L002,7/24/16 21:54,5TM Moisture/Temp,0.327 m³/m³,16.2 °C
L002,8/9/16 2:42,5TM Moisture/Temp,0.324 m³/m³,17.2 °C
L002,8/15/16 21:40,5TM Moisture/Temp,0.320 m³/m³,17.0 °C
L002,8/22/16 22:23,5TM Moisture/Temp,0.319 m³/m³,17.3 °C
L002,8/29/16 22:21,5TM Moisture/Temp,0.324 m³/m³,17.4 °C
L002,9/6/16 22:45,5TM Moisture/Temp,0.316 m³/m³,17.2 °C
L002,9/12/16 22:12,5TM Moisture/Temp,0.315 m³/m³,16.8 °C
L002,9/19/16 21:55,5TM Moisture/Temp,0.314 m³/m³,16.4 °C
L002,10/3/16 22:11,5TM Moisture/Temp,0.314 m³/m³,15.9 °C
L002,10/17/16 5:01,5TM Moisture/Temp,0.314 m³/m³,15.3 °C
L002,10/24/16 4:59,5TM Moisture/Temp,0.334 m³/m³,14.7 °C
L002,11/7/16 6:01,5TM Moisture/Temp,0.357 m³/m³,14.0 °C
L002,11/14/16 6:03,5TM Moisture/Temp,0.352 m³/m³,13.7 °C
L002,11/21/16 5:47,5TM Moisture/Temp,0.353 m³/m³,13.4 °C
L002,12/5/16 6:11,5TM Moisture/Temp,0.356 m³/m³,12.0 °C
L002,12/12/16 5:47,5TM Moisture/Temp,0.363 m³/m³,10.7 °C
L002,12/19/16 6:09,5TM Moisture/Temp,0.358 m³/m³,9.6 °C
L002,1/3/17 6:04,5TM Moisture/Temp,0.354 m³/m³,8.3 °C
L002,1/9/17 6:33,5TM Moisture/Temp,0.359 m³/m³,7.6 °C
L002,1/17/17 5:55,5TM Moisture/Temp,0.354 m³/m³,6.5 °C
L002,1/23/17 5:58,5TM Moisture/Temp,0.360 m³/m³,6.4 °C
L002,1/30/17 5:47,5TM Moisture/Temp,0.354 m³/m³,6.8 °C
L002,2/27/17 7:12,5TM Moisture/Temp,0.363 m³/m³,8.2 °C
L002,3/6/17 11:45,5TM Moisture/Temp,0.367 m³/m³,8.1 °C
L002,3/13/17 9:03,5TM Moisture/Temp,0.366 m³/m³,8.3 °C
