Site,Date,probe,soil_moisture,temp_C
L002,3/20/17 9:11,5TM Moisture/Temp,0.367 m³/m³,9.2 °C
L002,3/27/17 9:17,5TM Moisture/Temp,0.371 m³/m³,9.7 °C
L002,4/3/17 8:52,5TM Moisture/Temp,0.365 m³/m³,10.1 °C
L002,4/10/17 9:02,5TM Moisture/Temp,0.364 m³/m³,10.6 °C
L002,4/17/17 8:34,5TM Moisture/Temp,0.360 m³/m³,10.6 °C
L002,4/24/17 10:38,5TM Moisture/Temp,0.362 m³/m³,10.9 °C
L002,5/1/17 11:10,5TM Moisture/Temp,0.363 m³/m³,11.2 °C
L002,5/8/17 9:53,5TM Moisture/Temp,0.357 m³/m³,12.1 °C
L002,5/15/17 9:48,5TM Moisture/Temp,0.352 m³/m³,12.5 °C
L002,5/22/17 10:04,5TM Moisture/Temp,0.351 m³/m³,12.6 °C
L002,5/30/17 10:14,5TM Moisture/Temp,0.343 m³/m³,14.0 °C
L002,6/5/17 10:43,5TM Moisture/Temp,0.340 m³/m³,14.5 °C
L002,6/12/17 10:22,5TM Moisture/Temp,0.335 m³/m³,14.8 °C
L002,6/19/17 10:00,5TM Moisture/Temp,0.335 m³/m³,14.5 °C
L002,6/26/17 9:59,5TM Moisture/Temp,0.330 m³/m³,15.3 °C
L002,7/3/17 10:06,5TM Moisture/Temp,0.330 m³/m³,16.0 °C
L002,7/10/17 10:00,5TM Moisture/Temp,0.326 m³/m³,16.7 °C
L002,7/17/17 10:03,5TM Moisture/Temp,0.324 m³/m³,17.4 °C
L002,7/24/17 9:52,5TM Moisture/Temp,0.322 m³/m³,17.8 °C
L002,7/31/17 11:19,5TM Moisture/Temp,0.320 m³/m³,18.3 °C
L002,8/7/17 9:24,5TM Moisture/Temp,0.317 m³/m³,18.8 °C
L002,8/14/17 8:54,5TM Moisture/Temp,0.313 m³/m³,19.2 °C
L002,8/22/2017 9:36 AM,5TM Moisture/Temp,0.306 m³/m³,18.8 °C
L002,8/28/2017 12:18 PM,5TM Moisture/Temp,0.302 m³/m³,18.7 °C
L002,9/5/2017 10:31 AM,5TM Moisture/Temp,0.298 m³/m³,18.6 °C
L002,9/5/2017 11:44 AM,5TM Moisture/Temp,0.346 m³/m³,23.5 °C
L002,9/11/2017 10:46 AM,5TM Moisture/Temp,0.298 m³/m³,18.5 °C
L002,9/18/2017 9:36 AM,5TM Moisture/Temp,0.298 m³/m³,18.2 °C
L002,10/2/2017 10:01 AM,5TM Moisture/Temp,0.300 m³/m³,16.7 °C
L002,10/10/2017 11:15 AM,5TM Moisture/Temp,0.301 m³/m³,15.8 °C
L002,10/16/2017 9:54 AM,5TM Moisture/Temp,0.299 m³/m³,15.0 °C
L002,10/23/2017 11:02 AM,5TM Moisture/Temp,0.301 m³/m³,14.3 °C
L002,10/30/2017 1:00 AM,5TM Moisture/Temp,0.303 m³/m³,14.1 °C
L002,11/6/2017 1:28 AM,5TM Moisture/Temp,0.304 m³/m³,13.4 °C
L002,11/13/2017 1:28 AM,5TM Moisture/Temp,0.313 m³/m³,12.4 °C
L002,11/13/2017 6:05 AM,5TM Moisture/Temp,0.337 m³/m³,11.8 °C
L002,11/20/2017 6:28 AM,5TM Moisture/Temp,0.343 m³/m³,11.8 °C
L002,11/27/2017 5:15 AM,5TM Moisture/Temp,0.343 m³/m³,11.3 °C
L002,12/4/2017 6:23 AM,5TM Moisture/Temp,0.337 m³/m³,10.2 °C
L002,12/11/2017 5:09 AM,5TM Moisture/Temp,0.334 m³/m³,8.8 °C
L003,12/8/14 13:47,5TM Moisture/Temp,0.321 m³/m³,10.9 °C
L003,12/15/14 12:39,5TM Moisture/Temp,0.391 m³/m³,10.9 °C
L003,12/22/14 10:59,5TM Moisture/Temp,0.397 m³/m³,10.5 °C
L003,12/29/14 12:42,5TM Moisture/Temp,0.402 m³/m³,10.6 °C
L003,1/5/15 13:16,5TM Moisture/Temp,0.400 m³/m³,9.2 °C
L003,1/12/15 11:40,5TM Moisture/Temp,0.404 m³/m³,9.0 °C
L003,1/20/15 11:55,5TM Moisture/Temp,0.409 m³/m³,9.1 °C
L003,1/26/15 11:20,5TM Moisture/Temp,0.411 m³/m³,9.2 °C
L003,2/2/15 11:17,5TM Moisture/Temp,0.418 m³/m³,9.5 °C
L003,2/10/15 11:53,5TM Moisture/Temp,0.424 m³/m³,10.0 °C
L003,2/17/15 10:28,5TM Moisture/Temp,0.424 m³/m³,10.3 °C
L003,2/23/15 11:08,5TM Moisture/Temp,0.429 m³/m³,10.1 °C
L003,3/2/15 10:46,5TM Moisture/Temp,0.435 m³/m³,9.7 °C
L003,3/9/15 10:58,5TM Moisture/Temp,0.441 m³/m³,9.6 °C
L003,3/16/15 10:23,5TM Moisture/Temp,0.452 m³/m³,10.3 °C
L003,3/23/15 10:34,5TM Moisture/Temp,0.457 m³/m³,10.8 °C
L003,3/30/15 10:25,5TM Moisture/Temp,0.458 m³/m³,11.3 °C
L003,4/6/15 10:49,5TM Moisture/Temp,0.462 m³/m³,11.6 °C
L003,4/13/15 11:34,5TM Moisture/Temp,0.421 m³/m³,11.5 °C
L003,4/20/15 10:15,5TM Moisture/Temp,0.433 m³/m³,11.9 °C
L003,4/27/15 8:33,5TM Moisture/Temp,0.423 m³/m³,12.4 °C
L003,5/4/15 10:23,5TM Moisture/Temp,0.424 m³/m³,12.9 °C
L003,5/11/15 10:03,5TM Moisture/Temp,0.424 m³/m³,13.7 °C
L003,5/18/15 11:41,5TM Moisture/Temp,0.425 m³/m³,14.0 °C
L003,5/26/15 9:54,5TM Moisture/Temp,0.417 m³/m³,14.6 °C
L003,7/13/15 9:33,5TM Moisture/Temp,0.293 m³/m³,19.1 °C
L003,7/16/15 8:44,5TM Moisture/Temp,0.291 m³/m³,19.1 °C
L003,7/27/15 9:04,5TM Moisture/Temp,0.288 m³/m³,19.7 °C
L003,8/3/15 9:36,5TM Moisture/Temp,0.284 m³/m³,20.0 °C
L003,8/10/15 9:52,5TM Moisture/Temp,0.283 m³/m³,20.3 °C
L003,8/17/15 9:26,5TM Moisture/Temp,0.282 m³/m³,20.6 °C
L003,8/24/15 9:21,5TM Moisture/Temp,0.282 m³/m³,20.7 °C
L003,8/31/15 9:42,5TM Moisture/Temp,0.281 m³/m³,20.1 °C
L003,9/8/15 10:21,5TM Moisture/Temp,0.280 m³/m³,19.0 °C
L003,9/14/15 9:27,5TM Moisture/Temp,0.280 m³/m³,18.8 °C
L005,12/5/14 10:19,5TM Moisture/Temp,0.266 m³/m³,10.2 °C
L005,12/8/14 10:31,5TM Moisture/Temp,0.263 m³/m³,10.4 °C
L005,12/22/14 9:39,5TM Moisture/Temp,0.281 m³/m³,10.1 °C
L005,12/29/14 11:27,5TM Moisture/Temp,0.339 m³/m³,10.6 °C
L005,1/5/15 10:10,5TM Moisture/Temp,0.260 m³/m³,9.1 °C
L005,1/12/15 10:01,5TM Moisture/Temp,0.254 m³/m³,8.7 °C
L005,1/20/15 10:06,5TM Moisture/Temp,0.270 m³/m³,9.0 °C
L005,1/26/15 10:14,5TM Moisture/Temp,0.258 m³/m³,9.1 °C
L005,2/2/15 10:01,5TM Moisture/Temp,0.254 m³/m³,9.5 °C
L005,2/10/15 9:36,5TM Moisture/Temp,0.275 m³/m³,10.0 °C
L005,2/17/15 9:01,5TM Moisture/Temp,0.258 m³/m³,10.1 °C
L005,2/23/15 9:43,5TM Moisture/Temp,0.254 m³/m³,9.9 °C
L005,3/2/15 9:27,5TM Moisture/Temp,0.249 m³/m³,9.5 °C
L005,3/9/15 8:58,5TM Moisture/Temp,0.246 m³/m³,9.3 °C
L005,3/16/15 8:24,5TM Moisture/Temp,0.245 m³/m³,10.1 °C
L005,3/23/15 8:55,5TM Moisture/Temp,0.253 m³/m³,10.7 °C
L005,3/30/15 9:10,5TM Moisture/Temp,0.261 m³/m³,11.2 °C
L005,4/6/15 8:42,5TM Moisture/Temp,0.253 m³/m³,11.4 °C
L005,4/13/15 9:41,5TM Moisture/Temp,0.250 m³/m³,11.3 °C
L005,4/20/15 8:45,5TM Moisture/Temp,0.246 m³/m³,11.4 °C
L005,4/27/15 7:23,5TM Moisture/Temp,0.246 m³/m³,12.2 °C
L005,5/4/15 8:20,5TM Moisture/Temp,0.243 m³/m³,13.0 °C
L005,5/11/15 8:14,5TM Moisture/Temp,0.240 m³/m³,14.3 °C
L005,5/18/15 13:12,5TM Moisture/Temp,0.238 m³/m³,14.7 °C
L005,5/26/15 8:37,5TM Moisture/Temp,0.237 m³/m³,15.2 °C
L005,6/8/15 8:18,5TM Moisture/Temp,0.237 m³/m³,16.6 °C
L005,6/15/15 8:51,5TM Moisture/Temp,0.237 m³/m³,18.4 °C
L005,6/22/15 8:29,5TM Moisture/Temp,0.235 m³/m³,19.4 °C
L005,6/29/15 8:26,5TM Moisture/Temp,0.231 m³/m³,20.2 °C
L005,7/6/15 8:14,5TM Moisture/Temp,0.229 m³/m³,21.5 °C
L005,7/13/15 8:03,5TM Moisture/Temp,0.227 m³/m³,22.0 °C
L005,7/16/15 7:32,5TM Moisture/Temp,0.226 m³/m³,22.0 °C
L005,7/27/15 7:55,5TM Moisture/Temp,0.225 m³/m³,22.9 °C
L005,8/3/15 8:19,5TM Moisture/Temp,0.222 m³/m³,22.7 °C
L005,8/10/15 7:58,5TM Moisture/Temp,0.222 m³/m³,22.4 °C
L005,8/17/15 7:58,5TM Moisture/Temp,0.219 m³/m³,22.0 °C
L005,8/24/15 8:08,5TM Moisture/Temp,0.219 m³/m³,22.0 °C
L005,9/8/15 9:04,5TM Moisture/Temp,0.217 m³/m³,20.3 °C
L005,9/14/15 8:17,5TM Moisture/Temp,0.218 m³/m³,20.1 °C
L005,9/21/15 6:15,5TM Moisture/Temp,0.216 m³/m³,19.5 °C
L005,9/28/15 9:24,5TM Moisture/Temp,0.214 m³/m³,18.9 °C
L005,10/5/15 9:49,5TM Moisture/Temp,0.213 m³/m³,18.3 °C
L005,10/13/15 11:18,5TM Moisture/Temp,0.212 m³/m³,18.1 °C
L005,10/19/15 9:23,5TM Moisture/Temp,0.211 m³/m³,17.3 °C
L005,10/26/15 9:27,5TM Moisture/Temp,0.210 m³/m³,16.5 °C
L005,11/3/15 11:08,5TM Moisture/Temp,0.204 m³/m³,15.7 °C
L005,11/13/15 10:11,5TM Moisture/Temp,0.202 m³/m³,14.1 °C
L005,11/28/15 12:02,5TM Moisture/Temp,0.252 m³/m³,11.7 °C
L005,12/7/15 10:46,5TM Moisture/Temp,0.260 m³/m³,9.9 °C
L005,12/14/15 11:25,5TM Moisture/Temp,0.295 m³/m³,10.3 °C
L005,12/21/15 11:13,5TM Moisture/Temp,0.320 m³/m³,9.8 °C
L005,12/28/15 10:15,5TM Moisture/Temp,0.276 m³/m³,9.2 °C
L005,1/5/16 11:21,5TM Moisture/Temp,0.253 m³/m³,8.0 °C
L005,1/11/16 10:28,5TM Moisture/Temp,0.251 m³/m³,7.4 °C
L005,1/25/16 10:20,5TM Moisture/Temp,0.267 m³/m³,8.4 °C
L005,2/1/16 10:15,5TM Moisture/Temp,0.265 m³/m³,9.1 °C
L005,2/8/16 10:17,5TM Moisture/Temp,0.257 m³/m³,8.9 °C
L005,2/22/16 1:22,5TM Moisture/Temp,0.258 m³/m³,9.6 °C
L005,2/29/16 1:05,5TM Moisture/Temp,0.251 m³/m³,9.5 °C
L005,3/7/16 1:25,5TM Moisture/Temp,0.250 m³/m³,9.8 °C
L005,3/14/16 0:36,5TM Moisture/Temp,0.272 m³/m³,9.9 °C
L005,3/28/16 9:31,5TM Moisture/Temp,0.258 m³/m³,10.3 °C
L005,4/4/16 9:30,5TM Moisture/Temp,0.252 m³/m³,10.9 °C
L005,4/11/16 9:19,5TM Moisture/Temp,0.246 m³/m³,12.1 °C
L005,5/9/16 9:16,5TM Moisture/Temp,0.242 m³/m³,14.4 °C
L005,5/16/16 9:06,5TM Moisture/Temp,0.242 m³/m³,16.0 °C
L005,5/23/16 9:50,5TM Moisture/Temp,0.239 m³/m³,15.7 °C
L005,5/31/16 11:26,5TM Moisture/Temp,0.237 m³/m³,15.7 °C
L005,6/6/16 9:43,5TM Moisture/Temp,0.234 m³/m³,17.1 °C
L005,6/19/16 21:36,5TM Moisture/Temp,0.229 m³/m³,17.6 °C
L005,6/26/16 21:50,5TM Moisture/Temp,0.224 m³/m³,17.8 °C
L005,7/4/16 21:40,5TM Moisture/Temp,0.214 m³/m³,18.8 °C
L005,7/10/16 21:41,5TM Moisture/Temp,0.210 m³/m³,19.1 °C
L005,7/17/16 21:50,5TM Moisture/Temp,0.197 m³/m³,18.8 °C
L005,8/2/16 0:54,5TM Moisture/Temp,0.169 m³/m³,19.9 °C
L005,8/9/16 3:10,5TM Moisture/Temp,0.168 m³/m³,20.2 °C
L005,8/15/16 21:18,5TM Moisture/Temp,0.168 m³/m³,20.4 °C
L005,8/22/16 22:08,5TM Moisture/Temp,0.163 m³/m³,20.9 °C
L005,8/29/16 21:52,5TM Moisture/Temp,0.162 m³/m³,20.8 °C
L005,9/6/16 22:15,5TM Moisture/Temp,0.162 m³/m³,20.3 °C
L005,9/12/16 21:45,5TM Moisture/Temp,0.160 m³/m³,19.6 °C
L005,9/19/16 21:32,5TM Moisture/Temp,0.159 m³/m³,19.2 °C
L005,10/3/16 21:50,5TM Moisture/Temp,0.157 m³/m³,18.1 °C
L005,10/10/16 21:44,5TM Moisture/Temp,0.156 m³/m³,17.1 °C
L005,2/16/85 4:38,5TM Moisture/Temp,0.152 m³/m³,16.4 °C
L005,10/24/16 4:40,5TM Moisture/Temp,0.249 m³/m³,15.2 °C
L005,10/31/16 4:49,5TM Moisture/Temp,0.258 m³/m³,14.9 °C
L005,11/7/16 5:41,5TM Moisture/Temp,0.258 m³/m³,14.4 °C
L005,11/14/16 5:40,5TM Moisture/Temp,0.243 m³/m³,14.1 °C
L005,11/21/16 5:27,5TM Moisture/Temp,0.248 m³/m³,13.5 °C
L005,11/28/16 6:09,5TM Moisture/Temp,0.258 m³/m³,12.5 °C
L005,12/5/16 5:45,5TM Moisture/Temp,0.251 m³/m³,11.7 °C
L005,12/19/16 5:46,5TM Moisture/Temp,0.252 m³/m³,8.9 °C
L005,1/3/17 5:38,5TM Moisture/Temp,0.243 m³/m³,7.9 °C
L005,1/9/17 5:46,5TM Moisture/Temp,0.253 m³/m³,7.2 °C
L005,1/30/17 5:29,5TM Moisture/Temp,0.242 m³/m³,7.0 °C
L005,2/6/17 5:25,5TM Moisture/Temp,0.270 m³/m³,6.9 °C
L005,1/25/00 6:36,5TM Moisture/Temp,0.256 m³/m³,7.6 °C
L005,2/27/17 6:43,5TM Moisture/Temp,0.251 m³/m³,8.2 °C
L005,3/6/17 11:18,5TM Moisture/Temp,0.249 m³/m³,8.0 °C
L005,3/13/17 8:33,5TM Moisture/Temp,0.258 m³/m³,8.3 °C
L005,3/20/17 8:48,5TM Moisture/Temp,0.256 m³/m³,9.3 °C
L005,3/27/17 8:51,5TM Moisture/Temp,0.258 m³/m³,9.6 °C
L005,4/3/17 8:32,5TM Moisture/Temp,0.252 m³/m³,10.0 °C
L005,4/10/17 8:38,5TM Moisture/Temp,0.243 m³/m³,10.4 °C
L005,4/17/17 8:11,5TM Moisture/Temp,0.244 m³/m³,10.4 °C
L005,4/24/17 10:20,5TM Moisture/Temp,0.252 m³/m³,10.9 °C
L005,5/1/17 10:41,5TM Moisture/Temp,0.255 m³/m³,11.2 °C
L005,5/8/17 9:25,5TM Moisture/Temp,0.243 m³/m³,12.4 °C
L005,5/15/17 9:25,5TM Moisture/Temp,0.234 m³/m³,13.2 °C
L005,5/22/17 9:40,5TM Moisture/Temp,0.233 m³/m³,13.4 °C
L005,5/30/17 9:55,5TM Moisture/Temp,0.230 m³/m³,15.7 °C
L005,6/5/17 10:17,5TM Moisture/Temp,0.227 m³/m³,16.5 °C
L005,6/12/17 10:02,5TM Moisture/Temp,0.222 m³/m³,16.9 °C
L005,6/26/17 9:40,5TM Moisture/Temp,0.217 m³/m³,17.9 °C
L005,7/10/17 9:29,5TM Moisture/Temp,0.216 m³/m³,20.1 °C
L005,7/17/17 9:45,5TM Moisture/Temp,0.215 m³/m³,21.0 °C
L005,7/31/17 9:53,5TM Moisture/Temp,0.210 m³/m³,22.0 °C
L005,8/7/17 9:01,5TM Moisture/Temp,0.209 m³/m³,22.6 °C
L005,8/14/17 8:34,5TM Moisture/Temp,0.207 m³/m³,22.6 °C
L005,8/22/2017 9:11 AM,5TM Moisture/Temp,0.204 m³/m³,21.8 °C
L005,8/28/2017 12:39 PM,5TM Moisture/Temp,0.205 m³/m³,21.3 °C
L005,9/5/2017 10:09 AM,5TM Moisture/Temp,0.204 m³/m³,21.4 °C
L005,9/11/2017 10:30 AM,5TM Moisture/Temp,0.204 m³/m³,20.9 °C
L005,9/18/2017 9:12 AM,5TM Moisture/Temp,0.204 m³/m³,20.4 °C
L005,10/2/2017 9:39 AM,5TM Moisture/Temp,0.202 m³/m³,18.2 °C
L005,10/10/2017 10:56 AM,5TM Moisture/Temp,0.201 m³/m³,17.2 °C
L005,10/16/2017 9:34 AM,5TM Moisture/Temp,0.200 m³/m³,15.9 °C
L005,10/23/2017 10:42 AM,5TM Moisture/Temp,0.264 m³/m³,14.8 °C
L005,10/30/2017 9:55 AM,5TM Moisture/Temp,0.242 m³/m³,14.7 °C
L005,11/6/2017 1:04 AM,5TM Moisture/Temp,0.234 m³/m³,13.9 °C
L005,11/13/2017 1:04 AM,5TM Moisture/Temp,0.255 m³/m³,12.4 °C
L005,11/13/2017 5:45 AM,5TM Moisture/Temp,0.249 m³/m³,11.8 °C
L005,11/20/2017 6:07 AM,5TM Moisture/Temp,0.250 m³/m³,12.0 °C
L005,11/27/2017 4:55 AM,5TM Moisture/Temp,0.252 m³/m³,11.2 °C
L005,11/27/2017 5:14 AM,5TM Moisture/Temp,0.343 m³/m³,11.2 °C
L005,12/4/2017 6:01 AM,5TM Moisture/Temp,0.236 m³/m³,9.8 °C
L005,12/11/2017 4:51 AM,5TM Moisture/Temp,0.226 m³/m³,8.6 °C
L007,12/5/14 12:52,5TM Moisture/Temp,0.332 m³/m³,10.9 °C
L007,12/8/14 11:43,5TM Moisture/Temp,0.337 m³/m³,10.4 °C
L007,12/15/14 10:53,5TM Moisture/Temp,0.339 m³/m³,10.5 °C
L007,12/22/14 10:18,5TM Moisture/Temp,0.353 m³/m³,10.0 °C
L007,12/29/14 12:05,5TM Moisture/Temp,0.384 m³/m³,10.6 °C
L007,1/5/15 12:22,5TM Moisture/Temp,0.348 m³/m³,9.3 °C
L007,1/12/15 11:05,5TM Moisture/Temp,0.342 m³/m³,8.8 °C
L007,1/20/15 11:15,5TM Moisture/Temp,0.354 m³/m³,8.8 °C
L007,1/26/15 10:48,5TM Moisture/Temp,0.346 m³/m³,9.0 °C
L007,2/2/15 10:44,5TM Moisture/Temp,0.344 m³/m³,9.3 °C
L007,2/10/15 10:58,5TM Moisture/Temp,0.361 m³/m³,9.9 °C
L007,2/17/15 9:54,5TM Moisture/Temp,0.345 m³/m³,10.3 °C
L007,2/23/15 10:32,5TM Moisture/Temp,0.341 m³/m³,10.2 °C
L007,3/2/15 10:14,5TM Moisture/Temp,0.339 m³/m³,9.9 °C
L007,3/9/15 10:19,5TM Moisture/Temp,0.337 m³/m³,9.8 °C
L007,3/16/15 9:30,5TM Moisture/Temp,0.347 m³/m³,10.4 °C
L007,3/23/15 9:56,5TM Moisture/Temp,0.351 m³/m³,11.1 °C
L007,3/30/15 9:52,5TM Moisture/Temp,0.350 m³/m³,11.6 °C
L007,4/6/15 10:07,5TM Moisture/Temp,0.346 m³/m³,12.0 °C
L007,4/13/15 10:49,5TM Moisture/Temp,0.343 m³/m³,12.0 °C
L007,4/20/15 9:37,5TM Moisture/Temp,0.342 m³/m³,12.2 °C
L007,4/27/15 8:02,5TM Moisture/Temp,0.340 m³/m³,12.7 °C
L007,5/4/15 9:36,5TM Moisture/Temp,0.341 m³/m³,13.3 °C
L007,5/11/15 9:22,5TM Moisture/Temp,0.342 m³/m³,14.0 °C
L007,5/18/15 12:26,5TM Moisture/Temp,0.349 m³/m³,14.4 °C
L007,5/26/15 9:18,5TM Moisture/Temp,0.353 m³/m³,15.2 °C
L007,6/8/15 9:38,5TM Moisture/Temp,0.358 m³/m³,16.8 °C
L007,6/15/15 9:55,5TM Moisture/Temp,0.353 m³/m³,17.8 °C
L007,6/22/15 9:12,5TM Moisture/Temp,0.348 m³/m³,18.1 °C
L007,6/29/15 9:14,5TM Moisture/Temp,0.346 m³/m³,18.6 °C
L007,7/6/15 9:08,5TM Moisture/Temp,0.353 m³/m³,20.4 °C
L007,7/13/15 8:54,5TM Moisture/Temp,0.344 m³/m³,20.4 °C
L007,7/16/15 8:11,5TM Moisture/Temp,0.343 m³/m³,20.3 °C
L007,7/27/15 8:37,5TM Moisture/Temp,0.342 m³/m³,20.4 °C
L007,8/3/15 9:04,5TM Moisture/Temp,0.339 m³/m³,20.4 °C
L007,8/10/15 9:09,5TM Moisture/Temp,0.335 m³/m³,20.3 °C
